Unnamed: 0,question_number,question_body,full_model_name,model_family,model_name,llm_chosen_answer,correct_answer,is_correct,question_prompt,response,token_size_question,token_size_response,elapsed_time_sec,Anulada?
0,1,"Uma sociedade de advogados decidiu patrocinar a realização de
um evento, sob o formato de um congresso, em certo hotel de
lazer do tipo “resort”, que conta com área de conferências, com o
explícito fim de publicidade de suas atividades profissionais.
Considerando a forma de publicidade escolhida , assinale a
afirmativa c orreta.
",google/gemini-1.0-pro,google,gemini-1.0-pro,A,C,False,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
Uma sociedade de advogados decidiu patrocinar a realização de
um evento, sob o formato de um congresso, em certo hotel de
lazer do tipo “resort”, que conta com área de conferências, com o
explícito fim de publicidade de suas atividades profissionais.
Considerando a forma de publicidade escolhida , assinale a
afirmativa c orreta.

A. A) Não é autorizada, independetemente de quem seja o público
convidado para o evento, tendo em vista o local escolhido.
Todavia, se o congresso fosse realizado em local diverso do
hotel selecionado, seria admitido o seu patrocínio como meio
de pub licidade.

B. B) É admitida, desde que os participantes sejam apenas
integrantes da sociedade de advogados, funcionários ou
clientes.

C. C) É autorizada, sendo admitida a participação de clientes da
sociedade de advogados e de interessados do meio jurídico.

D. D) não é autorizada, independetemente de quem seja o público
convidado para o evento, ou do local onde realizado.

","**Raciocínio:**

O Código de Ética e Disciplina da OAB (Ordem dos Advogados do Brasil) estabelece que a publicidade dos serviços advocatícios deve ser feita de forma discreta e profissional, evitando sensacionalismo ou mercantilização.

O local escolhido para o evento, um hotel de lazer, pode ser considerado inadequado para publicidade profissional, pois não é um ambiente tradicionalmente associado à advocacia.

**Resposta:** A",53,61,41.99631547927856,False
1,2,"A medida cautelar de busca e apreensão a ser cumprida no
escritório do advogado José foi regularmente deferida, por Juízo
competente. Considerou o magistrado que havia nos autos
indícios de autoria e materialidade da prática de crime por José,
juntamente com um cliente seu, de nome Oswaldo.
Quanto à situação hipotética narrada, assinale a afirmativa
correta.
",google/gemini-1.0-pro,google,gemini-1.0-pro,A,D,False,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
A medida cautelar de busca e apreensão a ser cumprida no
escritório do advogado José foi regularmente deferida, por Juízo
competente. Considerou o magistrado que havia nos autos
indícios de autoria e materialidade da prática de crime por José,
juntamente com um cliente seu, de nome Oswaldo.
Quanto à situação hipotética narrada, assinale a afirmativa
correta.

A. A) É dever do rep resentante da OAB presente ao ato, durante o
cumprimento do mandado de busca e apreensão, impedir que
documentos referentes a outros processos em face de
Oswaldo, não relacionados ao objeto da investigação que
ensejou a cautelar, sejam retirados do escritó rio, exceto se o
volume ou natureza dos objetos impedirem o resguardo do
sigilo através da cadeia de custódia.

B. B) A análise dos documentos apreendidos deve ser feita
mediante comunicação prévia ao Conselho Federal da OAB,
com antecedência mínima e impreter ível de 48 horas.

C. C) Caso seja essencial à sua defesa no processo criminal, é
admitido que José efetue colaboração premiada em face de
Oswaldo, desde que haja confirmação das imputações por
outros meios de prova.

D. D) É direito de José estar presente na ocas ião designada para
análise do conteúdo dos documentos apreendidos, quando do
cumprimento do mandado de busca e apreensão
","**Raciocínio:**

A questão envolve a medida cautelar de busca e apreensão em um escritório de advocacia e os direitos do advogado e do cliente.

**A) Correta:** O representante da OAB deve impedir a apreensão de documentos não relacionados à investigação, exceto se necessário para preservar o sigilo.

**B) Incorreta:** Não há exigência de comunicação prévia ao Conselho Federal da OAB para análise dos documentos apreendidos.

**C) Incorreta:** A colaboração premiada não é admitida para defesa do próprio acusado, mas sim para implicar terceiros.

**D) Correta:** O advogado tem direito de estar presente na análise dos documentos apreendidos.

**Resposta: A**",56,99,42.98579359054565,False
2,3,"O advogado Luís Santos, regularmente inscrito na OAB, está em
início de carreira. Luís presta serviços jurídicos  a determinada
instituição social sem fins econômicos, consistentes em patrocinar
seus interesses em demanda judicial em curso.
Sobre a atuação de Luís, assinale a afirmativa correta.
",google/gemini-1.0-pro,google,gemini-1.0-pro,C,B,False,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
O advogado Luís Santos, regularmente inscrito na OAB, está em
início de carreira. Luís presta serviços jurídicos  a determinada
instituição social sem fins econômicos, consistentes em patrocinar
seus interesses em demanda judicial em curso.
Sobre a atuação de Luís, assinale a afirmativa correta.

A. A) Não poderá ser considerada advocacia pro bono a atuação
gratuita de  Luís como advogado das pessoas naturais,
hipossuficientes econômicas, beneficiárias da instituição
social.

B. B) É ilícito que Luís preste gratuitamente tais serviços jurídicos, se
o objetivo é valer -se de sua atuação como instrumento de
publicidade da sua a tividade profissional.

C. C) A atuação gratuita de Luís, ainda que não seja eventual, na
defesa em Juízo da mencionada instituição social, pode ser
considerada advocacia pro bono.

D. D) É admitida  a prestação por Luís , sob a forma de advocacia pro
bono  voluntária, de serviços jurídicos para uma instituição
social cobrando preços simbólicos, haja vista a ausência de fins
econômicos.

","**Raciocínio:**

A advocacia pro bono é o exercício gratuito da advocacia em favor de pessoas ou instituições carentes.

A alternativa A está incorreta porque a advocacia pro bono pode ser prestada a pessoas naturais hipossuficientes econômicas, desde que sejam beneficiárias da instituição social.

A alternativa B está incorreta porque é lícito que Luís preste serviços jurídicos gratuitamente, mesmo que seja para fins de publicidade.

A alternativa D está incorreta porque a advocacia pro bono não admite o recebimento de qualquer tipo de pagamento, mesmo que simbólico.

Portanto, a única alternativa correta é:

**Resposta: C**",43,94,42.71090531349182,False
3,4,"Maria, advogada regularmente inscrita na OAB, encontra -se
gestante. Em razão de sua condição, Maria tem direitos específicos
previstos no Estatuto da Advocacia e da OAB.
Assinale a opção que apresenta, corretamente um desses direitos.
",google/gemini-1.0-pro,google,gemini-1.0-pro,C,A,False,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
Maria, advogada regularmente inscrita na OAB, encontra -se
gestante. Em razão de sua condição, Maria tem direitos específicos
previstos no Estatuto da Advocacia e da OAB.
Assinale a opção que apresenta, corretamente um desses direitos.

A. A) Durante a gravidez, ela terá direito a uma vaga garantida nas
garagens dos fóruns de todos os tribunais.

B. B) Durante  a gravidez ela terá preferência na realização das
audiências a serem realizadas no dia, independentemente de
comprovação de sua condição.

C. C) Após dar à luz, ela terá direito à suspensão dos prazos
processuais por 60 (sessenta) dias, contados a partir da data
do parto, se for a única patrona da causa.

D. D) Após dar à luz, ela terá preferência na ordem das sustentações
orais, mediante comprovação de sua condição, pelo período
de 90 (noventa) dias, contados a partir da data do parto.

","**Raciocínio:**

O Estatuto da Advocacia e da OAB prevê direitos específicos para advogadas gestantes, entre eles:

* Suspensão dos prazos processuais após o parto
* Preferência na ordem das sustentações orais após o parto

**Resposta:** C",35,36,41.60504722595215,False
4,5,"Lucas, estagiário de Direito, descobre que Patrícia, advogada que
o supervisiona, teve sua inscrição na OAB cancelada. Na intenção
de auxiliar Patrícia a restabelecer o exercício da advocacia, Lucas
passa a estudar a legislação que disciplina o tema.
Sobre o cancelamento da inscrição, Lucas concluiu, corretamente,
que
",google/gemini-1.0-pro,google,gemini-1.0-pro,C,C,True,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
Lucas, estagiário de Direito, descobre que Patrícia, advogada que
o supervisiona, teve sua inscrição na OAB cancelada. Na intenção
de auxiliar Patrícia a restabelecer o exercício da advocacia, Lucas
passa a estudar a legislação que disciplina o tema.
Sobre o cancelamento da inscrição, Lucas concluiu, corretamente,
que

A. A) deve ter motivo justificado, caso seja solicitada pelo
profissional.

B. B) a aplicação de penalidade de exclusão impossibilita um novo
pedido de inscrição.

C. C) deve ser promovido, de ofício, pelo conselho competente,
caso decorra do exercício de atividade incompatível com a
advocacia.

D. D) será restaurado o número cancelado, caso seja feito um novo
pedido de inscrição
","**Raciocínio:**

* A opção A está incorreta porque o cancelamento da inscrição não depende de solicitação do profissional.
* A opção B está incorreta porque a exclusão não impede um novo pedido de inscrição.
* A opção D está incorreta porque o número cancelado não é restaurado em um novo pedido de inscrição.

Portanto, a única opção correta é:

**Resposta: C**",47,61,42.00795531272888,False
5,6,"Teresa Silva, advogada atuante na área criminal, tem como
clientes Luiz, acusado de tráfico ilícito de drogas, e Roberto,
acusado de crimes contra o sistema financeiro nacional.
Após serem proferidas decisões judiciais que determinam o
bloqueio universal dos patrimônios de Luiz e Roberto, Teresa se
indaga a respeito dos meios disponíveis para obter os valores
necessários ao reembolso de gastos com a defesa e ao
recebimento de honorários desses clientes.
Sobre esse assunto, é correto concluir que
",google/gemini-1.0-pro,google,gemini-1.0-pro,A,B,False,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
Teresa Silva, advogada atuante na área criminal, tem como
clientes Luiz, acusado de tráfico ilícito de drogas, e Roberto,
acusado de crimes contra o sistema financeiro nacional.
Após serem proferidas decisões judiciais que determinam o
bloqueio universal dos patrimônios de Luiz e Roberto, Teresa se
indaga a respeito dos meios disponíveis para obter os valores
necessários ao reembolso de gastos com a defesa e ao
recebimento de honorários desses clientes.
Sobre esse assunto, é correto concluir que

A. A) garantir -se-á a Teresa a liberação de 20% (vinte por cento) dos
bens bloqueados de Luiz para o fim de reembolso de gastos
com a defesa, vedado o recebimento de honorários.

B. B) garantir -se-á a Teresa a liberação de 20% (vinte por cento) dos
bens bloqueados de Roberto para o fim de reembolso de
gastos com a defesa e o recebimento de honorários.

C. C) Teresa poderá optar pela venda de bens de Luiz em hasta
pública para o reembolso de gastos com a defesa.

D. D) Teresa não poderá realizar a adjudicação de bens de Roberto
para a satisfação d os honorários devidos .

","**Raciocínio:**

De acordo com a Lei nº 13.106/2015 (Lei Anticorrupção), que trata do bloqueio de bens em casos de crimes contra o sistema financeiro nacional, é vedada a liberação de valores para pagamento de honorários advocatícios.

Já no caso de crimes comuns, como o tráfico ilícito de drogas, a lei permite a liberação de até 20% dos bens bloqueados para reembolso de gastos com a defesa.

**Resposta: A**",77,68,42.21070384979248,False
6,7,"O advogado Alex encontra -se licenciado junto à OAB. Assinale a
opção que, corretamente, apresenta uma causa para o
licenciamento de Alex.
",google/gemini-1.0-pro,google,gemini-1.0-pro,B,D,False,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
O advogado Alex encontra -se licenciado junto à OAB. Assinale a
opção que, corretamente, apresenta uma causa para o
licenciamento de Alex.

A. A) O requerimento de licenciamento, independentemente de
motivação, formulado por Alex.

B. B) O fato de Alex passar a sofrer de doença física incurável.

C. C) O exercício por Alex, de forma definitiva, de atividade
incompatível com a advocacia.

D. D) O fato de Alex passar a sofrer de doença mental curável.

","**Raciocínio:**

O licenciamento de um advogado pela OAB (Ordem dos Advogados do Brasil) ocorre quando o profissional não pode mais exercer a advocacia temporária ou permanentemente.

**A) Incorreta:** O requerimento de licenciamento por si só não é uma causa para o licenciamento.

**B) Correta:** Uma doença física incurável pode impedir o advogado de exercer a profissão.

**C) Correta:** O exercício de atividade incompatível com a advocacia pode levar ao licenciamento definitivo.

**D) Incorreta:** Uma doença mental curável não é uma causa para o licenciamento.

**Resposta: B**",22,86,42.757739782333374,False
7,8,"Marcelo, advogado, é acusado de usar atestado médico falso para
libertar seu cliente da prisão. O fato alcança grande repercussão,
a ponto de um jornal local publicar matéria em que afirma que
Marcelo deve ser suspenso preventivamente pela OAB, até que s e
conclua a apuração disciplinar da conduta.
Sobre esse tema, assinale a afirmativa correta.
",google/gemini-1.0-pro,google,gemini-1.0-pro,B,B,True,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
Marcelo, advogado, é acusado de usar atestado médico falso para
libertar seu cliente da prisão. O fato alcança grande repercussão,
a ponto de um jornal local publicar matéria em que afirma que
Marcelo deve ser suspenso preventivamente pela OAB, até que s e
conclua a apuração disciplinar da conduta.
Sobre esse tema, assinale a afirmativa correta.

A. A) Cabe ao Tribunal de Ética e Disciplina do Conselho Seccional
perante o qual a infração tenha ocorrido, suspendê -lo
preventivamente.

B. B) A suspensão preventiva pressupõe a demonstração de que o
fato tenha gerado repercussão prejudicial à dignidade da
advocacia.

C. C) Antes de aplicada a suspensão preventiva, o acusado deve ser
ouvido em sessão especial, salvo se não for possível notificá -lo
para comparecer.

D. D) Caso aplicada a suspensão preventiva, o processo disciplinar
deve ser concluído no prazo máximo de sessenta dias.

","**Raciocínio:**

A suspensão preventiva é uma medida cautelar aplicada pela OAB para afastar temporariamente um advogado de suas atividades profissionais, quando há indícios de que ele cometeu uma infração ética grave.

**A) Incorreta:** A suspensão preventiva é aplicada pelo Tribunal de Ética e Disciplina do Conselho Seccional da OAB onde o advogado está inscrito, não pelo Tribunal de Ética e Disciplina do Conselho Federal.

**B) Correta:** A suspensão preventiva pressupõe a demonstração de que o fato tenha gerado repercussão prejudicial à dignidade da advocacia, conforme o artigo 37, § 1º, do Estatuto da Advocacia.

**C) Correta:** Antes de aplicada a suspensão preventiva, o acusado deve ser ouvido em sessão especial, salvo se não for possível notificá-lo para comparecer, conforme o artigo 37, § 2º, do Estatuto da Advocacia.

**D) Incorreta:** O prazo máximo para conclusão do processo disciplinar é de 120 (cento e vinte) dias, conforme o artigo 38, § 3º, do Estatuto da Advocacia.

**Resposta: B**",56,157,44.06138205528259,False
8,9,"“Mas a disciplina traz consigo uma maneira
específica de punir, e que é apenas um modelo
reduzido do tribunal. O que pertence à penalidade
disciplinar é a inobservância, tudo o que está
inadequado à regra, tudo que se afasta dela, os
desvios .”
Michael Fouca ult
Foucault, em seu livro Vigiar e Punir , fala do poder disciplinar que
recai sobre os corpos dos indivíduos e, também, dos castigos
disciplinares que resultam de uma lei, um programa ou um
regulamento.
Assinale a opção que, segundo o autor da obra de ref erência,
apresenta a função do castigo disciplinar.
",google/gemini-1.0-pro,google,gemini-1.0-pro,A,A,True,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
“Mas a disciplina traz consigo uma maneira
específica de punir, e que é apenas um modelo
reduzido do tribunal. O que pertence à penalidade
disciplinar é a inobservância, tudo o que está
inadequado à regra, tudo que se afasta dela, os
desvios .”
Michael Fouca ult
Foucault, em seu livro Vigiar e Punir , fala do poder disciplinar que
recai sobre os corpos dos indivíduos e, também, dos castigos
disciplinares que resultam de uma lei, um programa ou um
regulamento.
Assinale a opção que, segundo o autor da obra de ref erência,
apresenta a função do castigo disciplinar.

A. A) Reduzir os desvios, funcionando, portanto, como algo
essencialmente corretivo.

B. B) Coibir a ocorrência de crime, de modo a evitar a ocorrência de
atos ilícitos.

C. C) Expiar a culpa de ter se afastado d a norma, de forma a produzir
arrependimento.

D. D) Indenizar a vítima da conduta indisciplinada, como forma de
reparação de um dano.

","**Raciocínio:**

O texto afirma que o castigo disciplinar visa punir ""a inobservância, tudo o que está inadequado à regra, tudo que se afasta dela, os desvios"". Isso sugere que o objetivo do castigo é reduzir os desvios e corrigir o comportamento dos indivíduos.

**Resposta:** A",98,45,41.68280267715454,False
9,10,"Há muitos tipos diferentes de relação entre o
direito e a moral e a relação entre eles não pode
ser isolada com proveito para efeitos de estudo. Em
vez disso, é importante distinguir algumas das
muitas coisas diferentes que podem querer dizer -se
através da afirmação ou negação de que o direito
e a moral estão relacionados .
Herbert Hart
Herbert Hart, em s eu livro O Conceito de Direito , comenta sobre a
influência da moral sobre o Direito, afirmando que nenhum
positivista poderá negar que a estabilidade dos sistemas jurídicos
depende, em parte, da correspondência com a moral.
Assinale a opção que, segundo o autor no livro em referência,
mostra como essa influência da moral sobre o direito pode
ocorrer.
",google/gemini-1.0-pro,google,gemini-1.0-pro,A,A,True,"Responda à seguinte questão de múltipla escolha.
Explique o seu raciocínio e, ao final, responda ""Resposta: "" seguido da letra da resposta.
Questão: 
Há muitos tipos diferentes de relação entre o
direito e a moral e a relação entre eles não pode
ser isolada com proveito para efeitos de estudo. Em
vez disso, é importante distinguir algumas das
muitas coisas diferentes que podem querer dizer -se
através da afirmação ou negação de que o direito
e a moral estão relacionados .
Herbert Hart
Herbert Hart, em s eu livro O Conceito de Direito , comenta sobre a
influência da moral sobre o Direito, afirmando que nenhum
positivista poderá negar que a estabilidade dos sistemas jurídicos
depende, em parte, da correspondência com a moral.
Assinale a opção que, segundo o autor no livro em referência,
mostra como essa influência da moral sobre o direito pode
ocorrer.

A. A) Pode se dar por meio da legislação ou por intermédio do
processo judicial. Pode ocorrer que, em alguns sistemas, os
critérios últimos de validade incorpore m explicitamente
princípios de justiça ou valores morais substantivos.

B. B) Por intermédio da religião, sobretudo naqueles estados que,
mesmo tendo a forma laica, admitem a influência das
autoridades religiosas sobre o funcionamento das instituições.

C. C) Ocorre por meio do pensamento científico. O
desenvolvimento da ciência aponta possibilidades que exigem
uma base moral que normatize os padrões de conduta em
relação ao que seria aceitável ou não naquela sociedade.

D. D) A influência da moral sobre o direito a contece por força da
própria natureza das coisas. São padrões de certo e errado que
surgem naturalmente e em um determinado momento
histórico são incorporados ao direito positivo de forma
espontânea e automática.

","**Raciocínio:**

O texto afirma que a estabilidade dos sistemas jurídicos depende, em parte, da correspondência com a moral. A opção que mostra como essa influência pode ocorrer é a que menciona a legislação ou o processo judicial, pois esses mecanismos podem incorporar princípios de justiça ou valores morais substantivos.

**Resposta:** A",122,51,41.66990470886231,False
